ID,cell_i
79babd56-bbc6-11e8-b2bc-ac1f6b6435d0,6
cd84a19a-bba8-11e8-b2ba-ac1f6b6435d0,6
1790_A4_2,6
01a9e5da-bb9e-11e8-b2b9-ac1f6b6435d0,12
214_B2_2,4
510_D6_2,21
825766ae-bbc5-11e8-b2bc-ac1f6b6435d0,10
1729_G1_1,17
94f2bdf2-bb9a-11e8-b2b9-ac1f6b6435d0,3
430_E10_1,16
b898997a-bbbd-11e8-b2ba-ac1f6b6435d0,12
1252_F5_4,0
f034433a-bba8-11e8-b2ba-ac1f6b6435d0,11
abcbb8a6-bbc4-11e8-b2bc-ac1f6b6435d0,6
281_D8_6,7
399_H5_2,23
140_B8_1,6
1645_E1_31,10
40_H9_1,3
94499a44-bba7-11e8-b2ba-ac1f6b6435d0,8
174_C11_2,5
a0df6444-bbae-11e8-b2ba-ac1f6b6435d0,7
63f31ee2-bbc5-11e8-b2bc-ac1f6b6435d0,7
48_G5_2,11
127_F1_1,3
1153_E8_2,24
472_A1_2,1
0a763540-bb9b-11e8-b2b9-ac1f6b6435d0,13
67fee340-bbb1-11e8-b2ba-ac1f6b6435d0,23
7a2a5c16-bb9d-11e8-b2b9-ac1f6b6435d0,7
b9dbd6ec-bbc9-11e8-b2bc-ac1f6b6435d0,4
159_A9_1,10
416_D1_2,21
cc934144-bbb5-11e8-b2ba-ac1f6b6435d0,14
192_C10_1,8
1751_B3_13,21
1660_F7_1,8
f089726a-bba3-11e8-b2b9-ac1f6b6435d0,9
1688_D7_8,4
2e2b9454-bbb8-11e8-b2ba-ac1f6b6435d0,34
54806574-bbba-11e8-b2ba-ac1f6b6435d0,41
f284811e-bb9d-11e8-b2b9-ac1f6b6435d0,1
334_H5_3,7
79babd56-bbc6-11e8-b2bc-ac1f6b6435d0,9
76866eba-bbb6-11e8-b2ba-ac1f6b6435d0,7
837_G3_2,21
7129498a-bbaa-11e8-b2ba-ac1f6b6435d0,10
eade8174-bba4-11e8-b2ba-ac1f6b6435d0,8
f1c9362a-bba7-11e8-b2ba-ac1f6b6435d0,26
8c1ae196-bba9-11e8-b2ba-ac1f6b6435d0,5
b402b8d2-bbc2-11e8-b2bc-ac1f6b6435d0,11
d49693e2-bbb9-11e8-b2ba-ac1f6b6435d0,8
30835eec-bbc4-11e8-b2bc-ac1f6b6435d0,19
bf200ca0-bbbe-11e8-b2ba-ac1f6b6435d0,6
e9d553e4-bba3-11e8-b2b9-ac1f6b6435d0,9
3c33f686-bbae-11e8-b2ba-ac1f6b6435d0,8
b898997a-bbbd-11e8-b2ba-ac1f6b6435d0,5
430_E10_1,11
1650_G7_48,3
5dcced32-bbb5-11e8-b2ba-ac1f6b6435d0,13
b8f08d44-bbc0-11e8-b2bb-ac1f6b6435d0,13
273_D12_2,16
467_C3_2,7
73d46a32-bbc0-11e8-b2bb-ac1f6b6435d0,4
1984_E12_16,36
31ef6d62-bbaa-11e8-b2ba-ac1f6b6435d0,21
1736_B6_8,3
1788_E4_21,21
258850ec-bba6-11e8-b2ba-ac1f6b6435d0,14
1688_A12_22,7
333_E12_2,3
1927_H3_2,67
4014da08-bbaf-11e8-b2ba-ac1f6b6435d0,32
48afdcce-bbac-11e8-b2ba-ac1f6b6435d0,29
611_H11_1,15
8cd93e22-bbc0-11e8-b2bb-ac1f6b6435d0,6
a0df6444-bbae-11e8-b2ba-ac1f6b6435d0,12
37975c64-bbb6-11e8-b2ba-ac1f6b6435d0,11
dcb6f730-bbc6-11e8-b2bc-ac1f6b6435d0,2
efd978cc-bba0-11e8-b2b9-ac1f6b6435d0,0
5027fa08-bbb7-11e8-b2ba-ac1f6b6435d0,14
1918_F6_9,43
19461f1c-bba1-11e8-b2b9-ac1f6b6435d0,0
5f7b172e-bbbc-11e8-b2ba-ac1f6b6435d0,15
1720_C4_23,25
558bedf8-bbab-11e8-b2ba-ac1f6b6435d0,7
9662468e-bba0-11e8-b2b9-ac1f6b6435d0,63
f4cbc842-bb9d-11e8-b2b9-ac1f6b6435d0,48
1609_C1_1,12
1788_D8_27,20
1789_F2_17,14
6284c7ae-bba7-11e8-b2ba-ac1f6b6435d0,9
b84cb64c-bbac-11e8-b2ba-ac1f6b6435d0,33
e2528a2a-bba2-11e8-b2b9-ac1f6b6435d0,29
97866db0-bbc3-11e8-b2bc-ac1f6b6435d0,12
a714b162-bb99-11e8-b2b9-ac1f6b6435d0,7
260_B3_2,2
76866eba-bbb6-11e8-b2ba-ac1f6b6435d0,0
822_C2_2,29
1632_A3_13,24
eade8174-bba4-11e8-b2ba-ac1f6b6435d0,19
b4c40780-bbbd-11e8-b2ba-ac1f6b6435d0,29
1760_E7_17,33
b8f08d44-bbc0-11e8-b2bb-ac1f6b6435d0,10
c3cb4296-bbc4-11e8-b2bc-ac1f6b6435d0,37
1625_F7_2,1
bd4bda62-bbbe-11e8-b2ba-ac1f6b6435d0,14
1916_H5_18,1
c83cc876-bbc0-11e8-b2bb-ac1f6b6435d0,9
510_E2_1,11
a9ce8884-bba7-11e8-b2ba-ac1f6b6435d0,26
174_C11_2,11
94_E6_2,0
ac4456a2-bba7-11e8-b2ba-ac1f6b6435d0,35
857_G12_1,12
369_E4_2,4
e853eb84-bbc1-11e8-b2bb-ac1f6b6435d0,21
52bf8fb6-bba2-11e8-b2b9-ac1f6b6435d0,6
1789_A1_31,7
1912_F5_22,36
558bedf8-bbab-11e8-b2ba-ac1f6b6435d0,0
1494_B12_3,2
755_F10_2,3
ad2cffb6-bbba-11e8-b2ba-ac1f6b6435d0,13
c869c1b2-bbc2-11e8-b2bc-ac1f6b6435d0,10
1788_D8_27,15
6284c7ae-bba7-11e8-b2ba-ac1f6b6435d0,0
68_H6_2,5
a84a5eae-bbaf-11e8-b2ba-ac1f6b6435d0,34
4d02e684-bbb3-11e8-b2ba-ac1f6b6435d0,16
566_G3_5,9
b84cb64c-bbac-11e8-b2ba-ac1f6b6435d0,56
f0fd699e-bba9-11e8-b2ba-ac1f6b6435d0,8
38_H9_1,7
932_H10_2,13
0f028a34-bba8-11e8-b2ba-ac1f6b6435d0,23
4f5c19b8-bbc8-11e8-b2bc-ac1f6b6435d0,10
1740_B11_38,3
560b97fe-bba8-11e8-b2ba-ac1f6b6435d0,5
b2e5ede2-bbb9-11e8-b2ba-ac1f6b6435d0,44
1729_G1_1,4
b06689ce-bbb8-11e8-b2ba-ac1f6b6435d0,2
14de0ff6-bbca-11e8-b2bc-ac1f6b6435d0,19
c45421c4-bbba-11e8-b2ba-ac1f6b6435d0,32
216_D12_2,8
420_E9_4,9
1500_A12_3,31
1918_B1_5,24
1947_F2_1,14
1182_E2_3,18
1706_A6_18,6
689dcd28-bba9-11e8-b2ba-ac1f6b6435d0,27
4a0635bc-bbb3-11e8-b2ba-ac1f6b6435d0,26
1789_C8_22,0
48afdcce-bbac-11e8-b2ba-ac1f6b6435d0,15
749a4a08-bbbc-11e8-b2ba-ac1f6b6435d0,0
d5b2515e-bbc7-11e8-b2bc-ac1f6b6435d0,19
85b045f4-bba3-11e8-b2b9-ac1f6b6435d0,26
a0df6444-bbae-11e8-b2ba-ac1f6b6435d0,18
420_D9_4,12
4da7c014-bbc7-11e8-b2bc-ac1f6b6435d0,21
90b50b76-bbb0-11e8-b2ba-ac1f6b6435d0,12
972_G6_2,8
bf37952e-bba4-11e8-b2ba-ac1f6b6435d0,21
26bd20ba-bba0-11e8-b2b9-ac1f6b6435d0,21
558bedf8-bbab-11e8-b2ba-ac1f6b6435d0,9
1977_F6_33,1
cce5b91c-bbc7-11e8-b2bc-ac1f6b6435d0,10
40256da6-bbb3-11e8-b2ba-ac1f6b6435d0,33
1b18e256-bbca-11e8-b2bc-ac1f6b6435d0,0
6284c7ae-bba7-11e8-b2ba-ac1f6b6435d0,27
b84cb64c-bbac-11e8-b2ba-ac1f6b6435d0,55
105_D11_1,5
7906b2ee-bba7-11e8-b2ba-ac1f6b6435d0,16
1717_E5_7,19
b0069930-bbac-11e8-b2ba-ac1f6b6435d0,13
1252_E9_6,5
f6f2068a-bba3-11e8-b2b9-ac1f6b6435d0,42
f51d6fce-bbae-11e8-b2ba-ac1f6b6435d0,10
837_G3_2,0
295b9050-bbb8-11e8-b2ba-ac1f6b6435d0,51
747_A7_7,13
9f3ead6a-bbaf-11e8-b2ba-ac1f6b6435d0,14
548b8fbe-bba4-11e8-b2b9-ac1f6b6435d0,17
474_B2_1,6
bf200ca0-bbbe-11e8-b2ba-ac1f6b6435d0,19
f0030de0-bb9b-11e8-b2b9-ac1f6b6435d0,1
342_H6_1,9
d88df6ae-bbb2-11e8-b2ba-ac1f6b6435d0,9
87_C6_1,6
1707_G2_22,2
1688_D7_18,2
1769_C9_8,15
183_A1_2,3
879_F1_1,13
b4415b52-bbb1-11e8-b2ba-ac1f6b6435d0,25
242_E12_2,11
789_B2_3,3
598_E11_2,1
a9ce8884-bba7-11e8-b2ba-ac1f6b6435d0,4
258850ec-bba6-11e8-b2ba-ac1f6b6435d0,25
58793a0e-bba4-11e8-b2b9-ac1f6b6435d0,18
1852_F9_31,10
60664806-bbbd-11e8-b2ba-ac1f6b6435d0,14
272_G10_2,16
1007db5e-bbc7-11e8-b2bc-ac1f6b6435d0,7
be9f4de8-bbc5-11e8-b2bc-ac1f6b6435d0,5
1972_A9_7,0
c8f4ecf2-bb99-11e8-b2b9-ac1f6b6435d0,25
297_B5_1,5
1d2bf776-bba3-11e8-b2b9-ac1f6b6435d0,34
f84d1646-bbbc-11e8-b2ba-ac1f6b6435d0,14
1789_A1_31,21
613_D10_2,3
a1751574-bbb9-11e8-b2ba-ac1f6b6435d0,8
ba7f60b6-bbae-11e8-b2ba-ac1f6b6435d0,4
431_C8_1,4
cce5b91c-bbc7-11e8-b2bc-ac1f6b6435d0,13
68d3cfa6-bbb1-11e8-b2ba-ac1f6b6435d0,15
1788_F1_6,5
9d25ecec-bb9a-11e8-b2b9-ac1f6b6435d0,16
c29de642-bbad-11e8-b2ba-ac1f6b6435d0,7
d9d08cbe-bbaf-11e8-b2ba-ac1f6b6435d0,15
1752_B1_23,10
b9b8341a-bb99-11e8-b2b9-ac1f6b6435d0,22
629_C3_1,0
1492_C11_2,29
1632_A3_13,5
cedaf532-bba6-11e8-b2ba-ac1f6b6435d0,7
9f3ead6a-bbaf-11e8-b2ba-ac1f6b6435d0,7
1143_B7_3,3
156d30f6-bba6-11e8-b2ba-ac1f6b6435d0,73
1752_G4_17,15
b5284ca0-bb9e-11e8-b2b9-ac1f6b6435d0,7
b4415b52-bbb1-11e8-b2ba-ac1f6b6435d0,32
1918_B1_5,22
334_C11_3,7
b3a73a52-bbc7-11e8-b2bc-ac1f6b6435d0,7
eae13a0e-bba9-11e8-b2ba-ac1f6b6435d0,20
1852_G2_32,23
1510_B9_3,45
be9f4de8-bbc5-11e8-b2bc-ac1f6b6435d0,10
bc936220-bb9b-11e8-b2b9-ac1f6b6435d0,3
827_G2_6,10
c30fc824-bb9a-11e8-b2b9-ac1f6b6435d0,21
1720_H1_18,37
1789_A1_31,18
1918_F8_3,113
642_C7_1,2
b28634ba-bbaa-11e8-b2ba-ac1f6b6435d0,5
aa3f3582-bbb3-11e8-b2ba-ac1f6b6435d0,33
1657_E10_3,31
1702_E2_23,37
2a699664-bba3-11e8-b2b9-ac1f6b6435d0,5
4d02e684-bbb3-11e8-b2ba-ac1f6b6435d0,7
725_G10_2,17
796432c6-bbba-11e8-b2ba-ac1f6b6435d0,14
b1396638-bb99-11e8-b2b9-ac1f6b6435d0,13
258_F9_2,16
dda35caa-bbbd-11e8-b2ba-ac1f6b6435d0,2
6f2690b8-bb99-11e8-b2b9-ac1f6b6435d0,19
774c9f78-bb9c-11e8-b2b9-ac1f6b6435d0,9
1838_C2_31,16
836_C4_2,4
4fbd48b6-bbc6-11e8-b2bc-ac1f6b6435d0,15
df16090a-bbbf-11e8-b2bb-ac1f6b6435d0,13
f1ab6c00-bbaa-11e8-b2ba-ac1f6b6435d0,3
509_D12_2,13
b237f188-bba5-11e8-b2ba-ac1f6b6435d0,3
26913b24-bba7-11e8-b2ba-ac1f6b6435d0,42
56f44fbe-bbba-11e8-b2ba-ac1f6b6435d0,6
94_H9_2,11
03d56a18-bbb8-11e8-b2ba-ac1f6b6435d0,17
1869_F10_55,5
3a327c44-bb9b-11e8-b2b9-ac1f6b6435d0,3
19e9765e-bbc3-11e8-b2bc-ac1f6b6435d0,1
419_B5_2,16
638ab60a-bbbf-11e8-b2ba-ac1f6b6435d0,10
80614cc4-bbb7-11e8-b2ba-ac1f6b6435d0,9
f31221e8-bba9-11e8-b2ba-ac1f6b6435d0,17
1632_B3_12,29
5a15dd36-bbc2-11e8-b2bb-ac1f6b6435d0,50
242_B12_2,1
be28bec4-bbbd-11e8-b2ba-ac1f6b6435d0,6
4da7c014-bbc7-11e8-b2bc-ac1f6b6435d0,2
2f39d760-bbc3-11e8-b2bc-ac1f6b6435d0,12
230_D9_2,15
e92ee03e-bbaf-11e8-b2ba-ac1f6b6435d0,29
152c7e50-bb9f-11e8-b2b9-ac1f6b6435d0,30
923_C11_1,17
8d1e07c2-bbb2-11e8-b2ba-ac1f6b6435d0,35
9cb5060a-bbca-11e8-b2bc-ac1f6b6435d0,5
410_E6_2,16
185_A1_2,3
c189fdba-bbc4-11e8-b2bc-ac1f6b6435d0,25
291_G8_1,1
612_E9_1,3
9362e414-bb9d-11e8-b2b9-ac1f6b6435d0,6
1717_E2_8,6
1927_F10_1,22
1789_B10_7,14
1401_B12_6,26
3aca6b36-bbb8-11e8-b2ba-ac1f6b6435d0,4
c29de642-bbad-11e8-b2ba-ac1f6b6435d0,25
1973_F1_19,11
49886f9a-bbc4-11e8-b2bc-ac1f6b6435d0,28
b12c1c42-bbaf-11e8-b2ba-ac1f6b6435d0,5
d88df6ae-bbb2-11e8-b2ba-ac1f6b6435d0,20
215_E1_2,12
2e96be06-bbc6-11e8-b2bc-ac1f6b6435d0,11
1708_G2_17,16
6d61e950-bbc4-11e8-b2bc-ac1f6b6435d0,11
1852_E5_33,22
1947_B10_3,7
77e63118-bbad-11e8-b2ba-ac1f6b6435d0,6
449_F9_2,16
1f2c0d22-bba8-11e8-b2ba-ac1f6b6435d0,35
19128b6e-bb9e-11e8-b2b9-ac1f6b6435d0,7
1789_B10_24,10
19_C1_2,1
1869_B6_5,30
200_C5_1,7
4da7c014-bbc7-11e8-b2bc-ac1f6b6435d0,9
70019842-bb9a-11e8-b2b9-ac1f6b6435d0,6
771_E5_2,2
8d2bda4a-bbc2-11e8-b2bb-ac1f6b6435d0,12
955e5d1a-bb99-11e8-b2b9-ac1f6b6435d0,34
ddbf79ca-bba5-11e8-b2ba-ac1f6b6435d0,2
3870dbe8-bbc4-11e8-b2bc-ac1f6b6435d0,7
396_A7_1,7
1834_D6_1,4
1c9aa0b6-bbba-11e8-b2ba-ac1f6b6435d0,4
865_H2_2,31
11626950-bb9b-11e8-b2b9-ac1f6b6435d0,12
25d01b70-bba6-11e8-b2ba-ac1f6b6435d0,16
a3851464-bba9-11e8-b2ba-ac1f6b6435d0,24
1642_E10_18,3
3e632254-bbba-11e8-b2ba-ac1f6b6435d0,23
410_E6_2,11
920_H5_2,0
1016_E6_1,10
543db028-bbbd-11e8-b2ba-ac1f6b6435d0,16
15a298e4-bbca-11e8-b2bc-ac1f6b6435d0,14
66eeca10-bba7-11e8-b2ba-ac1f6b6435d0,18
99ef262c-bbbf-11e8-b2bb-ac1f6b6435d0,0
1650_G7_33,37
1789_B10_7,9
898964c6-bbc6-11e8-b2bc-ac1f6b6435d0,6
aca44a3c-bbb4-11e8-b2ba-ac1f6b6435d0,8
637fddbc-bbaa-11e8-b2ba-ac1f6b6435d0,14
295b9050-bbb8-11e8-b2ba-ac1f6b6435d0,23
497_H7_1,10
f56bd9a4-bba2-11e8-b2b9-ac1f6b6435d0,41
6_B2_1,0
b12c1c42-bbaf-11e8-b2ba-ac1f6b6435d0,14
4e26e134-bbc0-11e8-b2bb-ac1f6b6435d0,11
1767_A9_17,37
220_C1_2,13
dc04b708-bbaf-11e8-b2ba-ac1f6b6435d0,0
1978_B4_1,4
7329f282-bba7-11e8-b2ba-ac1f6b6435d0,22
b3a73a52-bbc7-11e8-b2bc-ac1f6b6435d0,16
218_D9_2,15
259_A11_2,13
1717_C11_16,24
15a2aa9c-bbbf-11e8-b2ba-ac1f6b6435d0,7
ca11dae0-bb9a-11e8-b2b9-ac1f6b6435d0,1
837782d2-bbc8-11e8-b2bc-ac1f6b6435d0,5
1717_D6_12,38
15_G10_1,13
23722a9e-bbab-11e8-b2ba-ac1f6b6435d0,4
1788_E8_17,13
1492_F4_1,16
19128b6e-bb9e-11e8-b2b9-ac1f6b6435d0,0
254_G8_1,11
284_A7_2,11
296_B5_1,19
4345a590-bbaa-11e8-b2ba-ac1f6b6435d0,17
559_D5_2,2
9a03937a-bb9a-11e8-b2b9-ac1f6b6435d0,31
ac809320-bbbf-11e8-b2bb-ac1f6b6435d0,20
151_G10_1,8
1918_F8_3,102
1745_G7_23,23
76e42770-bba8-11e8-b2ba-ac1f6b6435d0,19
8c426f0a-bba8-11e8-b2ba-ac1f6b6435d0,12
93154aa4-bba4-11e8-b2b9-ac1f6b6435d0,23
f3dd8830-bbc5-11e8-b2bc-ac1f6b6435d0,6
1918_G5_25,33
44b5e136-bbca-11e8-b2bc-ac1f6b6435d0,17
1310_F12_5,0
01747a40-bbc0-11e8-b2bb-ac1f6b6435d0,8
1707_C2_4,24
197_F10_2,1
1732_A2_8,6
52ab7146-bbb8-11e8-b2ba-ac1f6b6435d0,4
f284811e-bb9d-11e8-b2b9-ac1f6b6435d0,73
1789_B10_7,0
275_D9_1,13
472_C7_2,11
237_A7_2,1
1740_B1_18,9
32f3d2e8-bbaf-11e8-b2ba-ac1f6b6435d0,7
a4edd97e-bbc4-11e8-b2bc-ac1f6b6435d0,32
b0c0e0e4-bba0-11e8-b2b9-ac1f6b6435d0,4
8357fd8e-bbac-11e8-b2ba-ac1f6b6435d0,3
1151_F4_1,13
aa133ed6-bba5-11e8-b2ba-ac1f6b6435d0,1
ae55b81a-bb9c-11e8-b2b9-ac1f6b6435d0,11
733ff4ee-bbb9-11e8-b2ba-ac1f6b6435d0,14
1718_E3_19,34
56f44fbe-bbba-11e8-b2ba-ac1f6b6435d0,17
635_H2_4,6
1978_B4_1,3
8e48627a-bbc9-11e8-b2bc-ac1f6b6435d0,44
1717_B5_18,32
98b00a36-bbb7-11e8-b2ba-ac1f6b6435d0,37
355a606a-bbb4-11e8-b2ba-ac1f6b6435d0,23
eff376fc-bbc1-11e8-b2bb-ac1f6b6435d0,13
218_D9_2,6
1873_C9_3,9
518_E12_1,15
15a2aa9c-bbbf-11e8-b2ba-ac1f6b6435d0,14
127_F1_2,7
461_H6_3,5
716_E1_1,13
7c3e4696-bba4-11e8-b2b9-ac1f6b6435d0,37
93dae218-bbc8-11e8-b2bc-ac1f6b6435d0,1
1657_B6_3,24
1020_F12_3,3
06a09dfe-bbbc-11e8-b2ba-ac1f6b6435d0,19
f00c498c-bbc3-11e8-b2bc-ac1f6b6435d0,5
8922c7e4-bbbb-11e8-b2ba-ac1f6b6435d0,10
e92ee03e-bbaf-11e8-b2ba-ac1f6b6435d0,10
c3a100d8-bb99-11e8-b2b9-ac1f6b6435d0,16
468_C7_1,8
365_C9_3,0
539_B8_1,1
1788_D1_29,5
860_F3_2,13
b578c7cc-bb9c-11e8-b2b9-ac1f6b6435d0,41
1767_A4_10,59
1319_E7_2,6
1924_D9_6,14
1767_E2_4,17
41346a6e-bbc5-11e8-b2bc-ac1f6b6435d0,10
1198_A12_1,17
410_E6_1,11
1694_B4_3,31
594b8494-bbc9-11e8-b2bc-ac1f6b6435d0,13
5c2b1578-bbbd-11e8-b2ba-ac1f6b6435d0,16
508_F10_2,11
1430_B11_2,14
637fddbc-bbaa-11e8-b2ba-ac1f6b6435d0,26
72463902-bba7-11e8-b2ba-ac1f6b6435d0,16
1789_A1_28,8
1637_D11_8,44
e210338e-bba0-11e8-b2b9-ac1f6b6435d0,22
f284811e-bb9d-11e8-b2b9-ac1f6b6435d0,70
1973_E10_30,24
1038_F3_1,7
218_A1_1,6
46534b18-bbb7-11e8-b2ba-ac1f6b6435d0,8
b3a6e510-bbb9-11e8-b2ba-ac1f6b6435d0,16
1177_D8_1,3
034a41d2-bba3-11e8-b2b9-ac1f6b6435d0,10
416_D9_1,9
8357fd8e-bbac-11e8-b2ba-ac1f6b6435d0,8
49c9f9f2-bbaa-11e8-b2ba-ac1f6b6435d0,14
aa133ed6-bba5-11e8-b2ba-ac1f6b6435d0,6
e3bb3eae-bbaf-11e8-b2ba-ac1f6b6435d0,27
1143_B11_2,1
24_E4_2,7
1918_B2_18,50
7b4a61e4-bb9e-11e8-b2b9-ac1f6b6435d0,10
a9164a74-bbc2-11e8-b2bc-ac1f6b6435d0,23
432_D7_1,10
dd75ad28-bbc7-11e8-b2bc-ac1f6b6435d0,17
1202_D10_5,24
1966_F6_2,13
7c3e4696-bba4-11e8-b2b9-ac1f6b6435d0,62
1789_C8_17,19
1692_B11_18,17
148_A9_1,3
b752ff86-bba6-11e8-b2ba-ac1f6b6435d0,15
d5b2515e-bbc7-11e8-b2bc-ac1f6b6435d0,36
eeef5a7e-bb9d-11e8-b2b9-ac1f6b6435d0,1
671_D3_1,11
f0776802-bbaa-11e8-b2ba-ac1f6b6435d0,4
610_F4_1,14
1954_G5_55,21
186c368e-bbb1-11e8-b2ba-ac1f6b6435d0,26
1063a9ce-bbb9-11e8-b2ba-ac1f6b6435d0,11
239d7716-bbac-11e8-b2ba-ac1f6b6435d0,15
272_F9_2,4
5aa6a33a-bbad-11e8-b2ba-ac1f6b6435d0,5
b28634ba-bbaa-11e8-b2ba-ac1f6b6435d0,38
1319_E7_2,1
25d01b70-bba6-11e8-b2ba-ac1f6b6435d0,7
637fddbc-bbaa-11e8-b2ba-ac1f6b6435d0,21
08844126-bbc0-11e8-b2bb-ac1f6b6435d0,6
3e632254-bbba-11e8-b2ba-ac1f6b6435d0,2
1973_F1_19,92
491_B4_3,8
1509_B5_3,14
577e6c68-bb9b-11e8-b2b9-ac1f6b6435d0,5
1789_A1_28,1
1789_B10_7,18
536d8560-bb9a-11e8-b2b9-ac1f6b6435d0,33
9a6c3ce0-bbc7-11e8-b2bc-ac1f6b6435d0,18
1609_C1_2,11
1788_B11_5,14
5604bbde-bbc9-11e8-b2bc-ac1f6b6435d0,12
5c182e1e-bbbc-11e8-b2ba-ac1f6b6435d0,13
b34ab50c-bbae-11e8-b2ba-ac1f6b6435d0,21
222_F4_1,14
e3bb3eae-bbaf-11e8-b2ba-ac1f6b6435d0,34
1623_B1_2,18
1788_F1_5,33
1908_G4_3,1
e1e142f0-bbae-11e8-b2ba-ac1f6b6435d0,27
1918_B2_18,41
1717_B5_18,50
7625dd98-bba2-11e8-b2b9-ac1f6b6435d0,0
7329f282-bba7-11e8-b2ba-ac1f6b6435d0,1
920d3d3e-bbc6-11e8-b2bc-ac1f6b6435d0,27
c7ce5d80-bbc2-11e8-b2bc-ac1f6b6435d0,2
ee07b566-bbc5-11e8-b2bc-ac1f6b6435d0,24
396dffd6-bbaa-11e8-b2ba-ac1f6b6435d0,8
e339b250-bbb7-11e8-b2ba-ac1f6b6435d0,11
1040_F10_2,15
5cc9b4de-bbc8-11e8-b2bc-ac1f6b6435d0,12
1973_H11_5,1
05c41478-bbc2-11e8-b2bb-ac1f6b6435d0,16
468_C7_1,22
612_E9_2,1
1767_A8_13,3
3cac6630-bbad-11e8-b2ba-ac1f6b6435d0,2
1335_A1_8,17
5ba6d682-bbb3-11e8-b2ba-ac1f6b6435d0,7
c9e24ac0-bbc5-11e8-b2bc-ac1f6b6435d0,34
468_F7_2,6
00716b36-bba6-11e8-b2ba-ac1f6b6435d0,44
1788_B3_3,29
a0f0c4c0-bbc5-11e8-b2bc-ac1f6b6435d0,15
91365d06-bbca-11e8-b2bc-ac1f6b6435d0,24
1789_A1_28,6
1cea2702-bbc5-11e8-b2bc-ac1f6b6435d0,28
32afd736-bba1-11e8-b2b9-ac1f6b6435d0,37
18_B11_1,3
722f87f2-bbbb-11e8-b2ba-ac1f6b6435d0,49
206_B2_1,3
1740_B1_18,28
1788_B11_5,1
1864_B10_68,6
1806_A5_1,11
e24136a0-bbbe-11e8-b2ba-ac1f6b6435d0,26
2889b144-bbc1-11e8-b2bb-ac1f6b6435d0,14
1587_E12_2,23
532_A9_1,7
882_C4_2,4
c4ed0112-bbb2-11e8-b2ba-ac1f6b6435d0,24
1274_G7_6,1
1898_B6_16,32
34_G10_2,4
869_C8_1,19
cf3db124-bbae-11e8-b2ba-ac1f6b6435d0,6
dc463138-bbaf-11e8-b2ba-ac1f6b6435d0,18
1398_C8_1,9
7c3e4696-bba4-11e8-b2b9-ac1f6b6435d0,8
784_D5_2,5
831_B11_2,8
1918_D3_3,166
ea973356-bb99-11e8-b2b9-ac1f6b6435d0,2
280_B2_1,7
1650_E1_48,50
618_H11_4,8
1198_A12_2,1
612_E9_2,6
1916_H6_11,21
21b1551e-bba5-11e8-b2ba-ac1f6b6435d0,10
5ba6d682-bbb3-11e8-b2ba-ac1f6b6435d0,0
637fddbc-bbaa-11e8-b2ba-ac1f6b6435d0,7
826_F10_3,9
5890b424-bbbb-11e8-b2ba-ac1f6b6435d0,3
1510_D4_4,6
0141b838-bb9f-11e8-b2b9-ac1f6b6435d0,6
271_F9_1,5
472_A9_1,0
822_B12_2,14
1cdae264-bbc6-11e8-b2bc-ac1f6b6435d0,12
866_F4_3,3
417_F4_1,11
5f0e0266-bba2-11e8-b2b9-ac1f6b6435d0,19
1918_F6_15,71
77b5ae30-bbbc-11e8-b2ba-ac1f6b6435d0,13
25eca05a-bbca-11e8-b2bc-ac1f6b6435d0,6
a4067b68-bbb7-11e8-b2ba-ac1f6b6435d0,18
c6b86abc-bbc2-11e8-b2bc-ac1f6b6435d0,58
e5f71f2e-bbb6-11e8-b2ba-ac1f6b6435d0,9
169_A1_1,9
34_E12_2,4
307eea72-bbc6-11e8-b2bc-ac1f6b6435d0,8
87ec6988-bba8-11e8-b2ba-ac1f6b6435d0,20
a1175e84-bbaa-11e8-b2ba-ac1f6b6435d0,31
50987e1c-bb9a-11e8-b2b9-ac1f6b6435d0,12
882_C4_2,13
52f61234-bbb6-11e8-b2ba-ac1f6b6435d0,18
fdf6661a-bbc6-11e8-b2bc-ac1f6b6435d0,10
27_B9_1,0
1551_C5_7,24
88_F12_1,16
1252_H8_3,7
e339b250-bbb7-11e8-b2ba-ac1f6b6435d0,29
ea973356-bb99-11e8-b2b9-ac1f6b6435d0,11
4180c96a-bbc3-11e8-b2bc-ac1f6b6435d0,18
955e5d1a-bb99-11e8-b2b9-ac1f6b6435d0,12
1729_B10_2,19
b6eb0a1a-bbc0-11e8-b2bb-ac1f6b6435d0,6
1788_F4_28,14
2e2b9454-bbb8-11e8-b2ba-ac1f6b6435d0,22
1492_D3_2,31
75318382-bb99-11e8-b2b9-ac1f6b6435d0,15
68_G5_2,1
752_G1_1,5
546d55f4-bba8-11e8-b2ba-ac1f6b6435d0,46
566_H7_2,10
1219_G12_3,20
510_E7_2,19
836_E1_2,0
272_C10_1,0
217e1432-bba1-11e8-b2b9-ac1f6b6435d0,28
41a94746-bba5-11e8-b2ba-ac1f6b6435d0,12
91365d06-bbca-11e8-b2bc-ac1f6b6435d0,22
1729_G1_1,34
b77898da-bba2-11e8-b2b9-ac1f6b6435d0,21
b7b5879a-bbca-11e8-b2bc-ac1f6b6435d0,0
1637_D11_8,8
b8f08d44-bbc0-11e8-b2bb-ac1f6b6435d0,33
1e8cf99c-bbaf-11e8-b2ba-ac1f6b6435d0,8
663_G4_1,0
764_G7_1,3
